LIMA,15,LIMA,LIMA,COSTA,35,1,EX CONVIVIENTE,49,0,0,0,0,1,0,0,0,0,0,0
LIMA,15,LIMA,INDEPENDENCIA,COSTA,20,1,CONVIVIENTE,29,1,0,0,0,0,0,0,1,0,0,0
LIMA,15,MARISCAL RAMON CASTILLA,SAN PABLO,COSTA,14,0,AMIGO,20,1,1,0,0,0,0,0,0,0,0,1
LIMA,15,PATAZ,PATAZ,COSTA,24,2,CONVIVIENTE,29,0,1,0,0,0,0,0,0,0,0,1
LIMA,15,PIURA,PIURA,COSTA,59,0,ESPOSO,65,0,0,1,1,0,0,0,0,0,0,0
LIMA,15,SAN MARTIN,SAN ANTONIO DE CUMBAZA,COSTA,23,3,CONVIVIENTE,27,1,1,0,0,0,0,0,1,0,0,0
LIMA,15,TRUJILLO,TRUJILLO,COSTA,31,4,EX CONVIVIENTE,38,1,1,0,0,1,0,0,0,0,0,0
LIMA,15,TRUJILLO,TRUJILLO,COSTA,34,0,ENAMORADO,26,0,0,0,0,0,0,0,1,0,0,0
LORETO,16,CHANCHAMAYO,PICHANAQUI,SELVA,26,1,EX CONVIVIENTE,29,0,1,0,0,0,0,0,1,0,0,0
LORETO,16,LIMA,EL AGUSTINO,SELVA,27,2,CONVIVIENTE,29,1,0,0,0,0,0,0,1,0,0,0
LORETO,16,SAN ROMAN,JULIACA,SELVA,21,0,AMIGO,23,1,0,0,0,0,0,0,0,0,0,1
LORETO,16,SANCHEZ CERRO,PUQUINA,SELVA,14,0,ENAMORADO,22,0,0,0,0,0,0,0,0,0,0,0
MOQUEGUA,17,PACASMAYO,PACASMAYO,SELVA,29,2,ENAMORADO,25,0,1,0,0,1,0,0,0,0,0,0
PASCO,18,TOCACHE,NUEVO PROGRESO,SIERRA,35,4,CONVIVIENTE,38,0,1,0,0,0,0,0,0,0,0,0
PIURA,19,AREQUIPA,YANAHUARA,COSTA,47,1,ESPOSO,48,0,1,1,0,0,0,0,1,0,0,0
PIURA,19,BARRANCA,PARAMONGA,COSTA,79,0,OTRO FAMILIAR,17,1,0,0,1,0,0,0,0,0,0,1
PIURA,19,CHEPEN,PACANGA,COSTA,29,3,ESPOSO,35,0,1,0,0,0,0,0,0,0,0,1
PIURA,19,CHUPACA,AHUAC,COSTA,18,0,ENAMORADO,20,0,1,0,0,0,1,0,0,0,0,0
PIURA,19,LIMA,SANTA ANITA,COSTA,30,2,EX CONVIVIENTE,37,0,1,1,0,0,0,0,0,0,0,0
PUNO,20,ANDAHUAYLAS,ANDAHUAYLAS,SIERRA,10,0,DESCONOCIDO,21,0,1,0,1,0,0,0,1,0,0,0
PUNO,20,AREQUIPA,MARIANO MELGAR,SIERRA,40,2,ESPOSO,43,1,0,1,0,0,0,0,0,0,0,0
PUNO,20,BONGARA,JAZAN,SIERRA,23,2,EX ESPOSO,30,0,1,1,1,0,0,0,0,0,0,0
PUNO,20,CANETE,MALA,SIERRA,26,1,CONVIVIENTE,28,0,1,0,0,0,0,0,1,0,0,0
PUNO,20,CHOTA,CHOTA,SIERRA,39,3,ESPOSO,43,0,1,1,0,0,0,0,0,0,0,0
PUNO,20,JAEN,BELLAVISTA,SIERRA,34,1,VECINO,22,0,1,0,0,0,0,0,1,0,0,0
PUNO,20,LA CONVENCION,SANTA ANA,SIERRA,33,3,CONVIVIENTE,49,1,1,0,1,0,0,0,1,0,0,0
PUNO,20,LAMBAYEQUE,LAMBAYEQUE,SIERRA,18,0,ENAMORADO,20,0,1,1,0,0,0,0,0,0,0,0
PUNO,20,LIMA,COMAS,SIERRA,48,1,ESPOSO,47,0,1,0,0,1,0,0,0,0,0,0
PUNO,20,PISCO,PARACAS,SIERRA,33,3,CONVIVIENTE,26,1,0,0,0,0,0,0,0,0,0,1
PUNO,20,PUERTO INCA,YUYAPICHIS,SIERRA,30,3,CONVIVIENTE,35,0,1,0,0,1,0,0,0,0,0,0
PUNO,20,TACNA,CIUDAD NUEVA,SIERRA,50,0,ESPOSO,54,1,1,0,1,0,0,0,0,0,0,0
SAN MARTIN,21,LIMA,SAN JUAN DE LURIGANCHO,SELVA,28,2,CONVIVIENTE,31,0,0,0,0,0,0,0,1,0,0,0
SAN MARTIN,21,LIMA,JESUS MARIA,SELVA,32,2,EX ENAMORADO,46,0,0,0,0,1,0,0,0,0,0,0
SAN MARTIN,21,MELGAR,SANTA ROSA,SELVA,27,2,VECINO,23,0,1,0,0,0,0,0,1,0,0,1
SAN MARTIN,21,OXAPAMPA,VILLA RICA,SELVA,43,4,ESPOSO,46,0,1,0,0,0,0,0,0,0,0,1
TACNA,22,ALTO AMAZONAS,YURIMAGUAS,SIERRA,34,6,CONVIVIENTE,44,0,0,1,1,0,0,0,0,0,0,0
TACNA,22,LIMA,VILLA MARIA DEL TRIUNFO,SIERRA,49,2,DESCONOCIDO,44,0,1,0,0,1,0,0,0,0,0,0
TACNA,22,SAN ROMAN,JULIACA,SIERRA,22,1,ENAMORADO,19,0,0,0,0,0,0,0,0,0,0,0
TUMBES,23,CORONEL PORTILLO,CALLERA,COSTA,38,4,EX CONVIVIENTE,59,1,1,0,0,1,0,0,0,0,0,0
UCAYALI,24,OTUZCO,SALPO,SELVA,41,3,CONVIVIENTE,41,0,1,0,1,0,0,0,0,0,0,0
